,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.107,8.8.8.8,56376,53,udp,9.232215,25392,42.3201795841,44.9672030021,2.18727111425,3.27786074605,0.47125078765,0.499498116629,1.54154851922,0.818395642318,1.56379582738,19.4134621724,25392,0,25392,25392,25392,0,0,25392,25392,0,25392,0,25392,25392,25392,0,0,25392,0,0
1,10.0.2.107,8.8.4.4,56376,53,udp,10.225528,19232,64.7617512479,40.5447772636,2.72687119249,2.8290720755,0.720673876872,0.450299334029,2.42595673877,1.17450785054,2.05196857246,27.1919478627,19232,0,19232,19232,19232,0,0,19232,19232,0,19232,0,19232,19232,19232,0,0,19232,0,0
2,fe80::d08d:ffd6:56a5:c2db,ff02::1:2,546,547,udp,6.700327,93,0.0,0.0,62.3423798925,6.5348787011,0.0,0.0,6.93548387097,0.622171016838,426.40386438,6.05616187131,93,0,93,93,93,0,0,93,93,0,93,0,93,93,93,0,0,93,0,0
3,10.0.2.107,80.239.137.58,49157,80,tcp,385.030373,1,179.0,,0.056064,,5.0,,5.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
4,fe80::d08d:ffd6:56a5:c2db,ff02::1:3,60069,5355,udp,382.257885,2,0.0,0.0,0.0970085,0.00340754757854,0.0,0.0,2.0,0.0,137.050171,0.0,2,0,2,2,2,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
5,10.0.2.107,224.0.0.252,57261,5355,udp,382.258054,2,0.0,0.0,0.09694,0.00327956125114,0.0,0.0,2.0,0.0,137.050357,0.0,2,0,2,2,2,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
6,10.0.2.107,10.0.2.255,137,137,udp,382.553449,191,0.0,0.0,159.421298393,290.740243925,0.0,0.0,4831.09424084,9019.40590887,208.279043895,425.909884366,191,0,191,191,191,0,0,191,191,0,191,0,191,191,191,0,0,191,0,0
7,10.0.2.107,191.234.4.50,49158,80,tcp,519.230536,19,5297.05263158,15866.6155513,6.33323668421,18.9265099033,6.68421052632,11.0355618675,5.10526315789,3.34821240601,251.197433389,131.406682802,19,0,19,19,19,0,0,19,19,0,19,0,19,19,19,0,0,19,0,0
8,10.0.2.107,188.42.254.65,49160,443,tcp,522.487439,336,0.0,0.0,1.49933727976,1.5015764926,0.0,0.0,1.5,0.500745712569,111.456024806,449.491658961,336,0,336,336,336,0,0,336,336,0,336,0,336,336,336,0,0,336,0,0
9,10.0.2.107,195.22.26.252,49195,443,tcp,5047.99646,288,892.0,0.0,0.209495513889,0.0793281135291,9.0,0.0,7.0,0.0,89.8422467631,204.431214834,288,0,288,288,288,0,0,288,288,0,288,0,288,288,288,0,0,288,0,0
10,10.0.2.107,91.233.244.102,49194,443,tcp,5042.124467,405,910.575308642,31.2082970485,2.91292561481,7.63978413246,9.27407407407,0.83336633598,7.17530864198,0.503829607423,83.8692704802,14.8066365225,405,0,405,405,405,0,0,405,405,0,405,0,405,405,405,0,0,405,0,0
11,10.0.2.107,45.56.77.175,49190,443,tcp,5039.968605,521,893.729366603,383.160567971,65.4080612821,12.0883196323,6.3320537428,0.471402780774,6.97312859885,0.194262908609,66.682742125,406.289194092,521,0,521,521,521,0,0,521,521,0,521,0,521,521,521,0,0,521,0,0
12,10.0.2.107,195.22.26.231,49248,443,tcp,6106.601783,93,892.0,0.0,0.197266870968,0.000489146688806,9.0,0.0,7.0,0.0,357.30283262,2595.09490538,93,0,93,93,93,0,0,93,93,0,93,0,93,93,93,0,0,93,0,0
13,10.0.2.107,195.22.26.253,49799,443,tcp,17239.54251,149,892.0,0.0,0.198840248322,0.020055871703,9.0,0.0,7.0,0.0,148.610950953,698.539353271,149,0,149,149,149,0,0,149,149,0,149,0,149,149,149,0,0,149,0,0
14,10.0.2.107,195.22.26.254,50800,443,tcp,39137.356253,1,892.0,,0.197164,,9.0,,7.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
15,10.0.2.107,10.0.2.2,50662,53,udp,39225.318002,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.376839,56.7439636348,7,0,7,7,7,0,0,7,7,0,7,0,7,7,7,0,0,7,0,0
