,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,fd2d:ab8c:225:0:2df1:f70:7b9e:e4c8,fd2d:ab8c:225::1,50718,53,udp,11.592042,1568,102.417091837,64.8698821442,1.07634842985,3.72111056829,1.13137755102,0.532861550826,1.13137755102,0.532861550826,40.4065548953,155.136357808,1568,1568,1568,1568,1568,0,0,1568,1568,0,1568,1568,1568,1568,1568,0,0,1568,0,0
1,fe80::89d0:7f3e:da0c:9e5a,ff02::1:2,546,547,udp,7.528493,3,0.0,0.0,9.443016,7.24967124816,0.0,0.0,5.0,1.73205080757,21607.1679975,6.2759325,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
2,fe80::da58:d7ff:fe00:f72,fe80::89d0:7f3e:da0c:9e5a,547,546,udp,7.529575,3,0.0,0.0,9.44345766667,7.2499349909,0.0,0.0,5.0,1.73205080757,21607.168073,6.276158,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
3,192.168.1.113,138.201.125.95,49160,443,tcp,74.54618,80,462.0,0.0,0.0710602,0.0439788807628,5.05,0.270957047369,3.175,0.568698269312,805.286202785,33.865550118,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
4,fe80::89d0:7f3e:da0c:9e5a,ff02::1:3,61092,5355,udp,75.502567,2,0.0,0.0,0.096687,0.00405737871045,0.0,0.0,2.0,0.0,1.306291,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
5,192.168.1.113,224.0.0.252,49156,5355,udp,75.502804,2,0.0,0.0,0.096634,0.00407152084607,0.0,0.0,2.0,0.0,1.306225,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
6,192.168.1.113,192.168.1.255,137,137,udp,75.79688,80,0.0,0.0,10.7726558125,0.901343867073,0.0,0.0,14.8875,1.00623058987,800.551737532,7.47855972664,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
7,192.168.1.113,136.243.110.69,49162,443,tcp,104.6683,80,462.0,0.0,0.0753565625,0.0421286626101,5.0625,0.290949993528,3.25,0.684364252704,805.285838304,33.8634441603,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
8,192.168.1.113,62.210.250.215,49163,443,tcp,134.771472,80,462.0,0.0,0.1274687625,0.336183904371,5.05,0.219320007803,3.125,0.432098207309,805.285707747,33.8620315078,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
9,192.168.1.113,89.163.144.64,49164,443,tcp,164.888176,80,462.0,0.0,0.067062,0.0519227936845,5.0125,0.251262634294,3.325,0.807794308949,805.285789278,33.8510698477,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
10,192.168.1.113,136.243.110.5,49165,443,tcp,194.981322,80,462.0,0.0,0.0763655875,0.0379767172026,5.0875,0.325838742442,3.175,0.414148508801,805.285667772,33.8442321301,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
11,192.168.1.113,136.243.110.9,49166,443,tcp,225.094948,80,456.225,51.6531702802,0.5734627875,4.39785436208,5.0,0.45003516037,3.2375,0.917395184231,805.287560886,33.8494458875,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
12,192.168.1.113,138.201.125.94,49167,443,tcp,255.187673,79,462.0,0.0,0.0729693924051,0.0353769841674,5.0253164557,0.225017580185,3.11392405063,0.45255235629,805.342777179,34.0739176375,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
13,192.168.1.113,185.118.67.195,49161,80,tcp,79.375069,1,1552598.0,,183.038642,,1067.0,,377.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
14,192.168.1.2,224.0.0.251,5353,5353,udp,222.523175,644,0.0,0.0,43.1380720621,33.5666266841,0.0,0.0,24.2468944099,16.6204423488,98.9458507605,143.083841141,644,644,644,644,644,0,0,644,644,0,644,644,644,644,644,0,0,644,0,0
15,fd2d:ab8c:225:0:1e6f:65ff:fec0:4392,ff02::fb,5353,5353,udp,222.523113,644,0.0,0.0,43.1442914488,33.567768592,0.0,0.0,24.2934782609,16.6385755671,98.9458508103,143.083491264,644,644,644,644,644,0,0,644,644,0,644,644,644,644,644,0,0,644,0,0
16,192.168.1.113,138.201.125.90,49168,443,tcp,285.611772,79,456.151898734,51.9790610228,0.573803075949,4.4298130329,5.0253164557,0.45219361477,3.32911392405,1.00920785117,805.338664346,34.0726813616,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
17,192.168.1.113,136.243.110.45,49169,443,tcp,315.73462,79,462.0,0.0,0.116921468354,0.345637319302,5.03797468354,0.297124595064,3.22784810127,0.71520782507,805.338287269,34.0775791524,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
18,192.168.1.113,136.243.147.14,49170,443,tcp,345.82845,79,462.0,0.0,0.0714457848101,0.0222390100422,5.07594936709,0.266609860876,3.13924050633,0.445322620453,805.338658231,34.0751363045,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
19,192.168.1.113,89.163.140.97,49171,443,tcp,375.931256,79,456.151898734,51.9790610228,0.606261848101,4.43456837274,4.94936708861,0.354412991645,3.25316455696,0.980166841245,805.339436987,34.0757749263,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
20,192.168.1.113,138.201.125.100,49172,443,tcp,406.014686,79,462.0,0.0,0.0713852531646,0.0175406429877,5.03797468354,0.192356371638,3.13924050633,0.524628738452,805.339433513,34.0556145596,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
21,192.168.1.113,136.243.110.7,49173,443,tcp,436.137911,79,462.0,0.0,0.0684635189873,0.0157400937694,5.07594936709,0.266609860876,3.26582278481,0.710883537641,805.339182615,34.056503079,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
22,192.168.1.113,136.243.110.86,49174,443,tcp,466.240893,79,462.0,0.0,0.0694278860759,0.0183084445004,5.05063291139,0.22064789082,3.11392405063,0.423276044139,805.339444769,34.0578271605,79,79,79,79,79,0,0,79,79,0,79,79,79,79,79,0,0,79,0,0
23,192.168.1.113,138.201.125.93,49175,443,tcp,496.37441,80,462.0,0.0,0.0846169,0.113450420028,5.025,0.157109975189,3.15,0.59746299075,795.75538157,50.8022498393,80,80,80,80,80,0,0,80,80,0,80,80,80,80,80,0,0,80,0,0
