,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.15,95.101.72.202,49157,80,tcp,65.5429,1,249.0,,0.076479,,6.0,,5.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
1,10.0.2.15,192.168.33.254,51896,53,udp,62.129915,12216,129.575884086,85.3418013529,0.0738827138179,0.364597210243,1.00474787164,0.0710857400263,1.00990504257,0.125959758711,0.644483821777,4.66946333527,12216,0,12216,12216,7494,0,0,12195,12216,0,12216,0,12216,12216,12216,0,0,12195,0,10857
2,fe80::69dd:e614:2b2:dfd0,ff02::1:3,51453,5355,udp,62.228448,1,0.0,,0.102746,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
3,10.0.2.15,224.0.0.252,64922,5355,udp,62.228912,1,0.0,,0.103106,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
4,10.0.2.15,10.0.2.255,137,137,udp,62.534601,3,0.0,0.0,3.27044833333,1.53594174579,0.0,0.0,5.0,1.73205080757,1122.4402245,885.6870785,3,0,3,3,0,0,0,2,3,0,3,0,3,3,3,0,0,2,0,2
5,0.0.0.0,255.255.255.255,68,67,udp,54.597726,1,0.0,,3.998217,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
6,10.0.2.15,255.255.255.255,68,67,udp,62.10545,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
7,10.0.2.15,10.0.2.2,68,67,udp,54.59791,1,1644.0,,7.50798,,3.0,,0.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
8,fe80::69dd:e614:2b2:dfd0,ff02::1:2,546,547,udp,58.549259,18,0.0,0.0,66.2338439444,2.61326979714,0.0,0.0,7.0,0.0,451.412147059,7.08213670068,18,0,18,18,9,0,0,17,18,0,18,0,18,18,18,0,0,17,0,14
9,10.0.2.15,52.222.171.185,49165,443,tcp,281.402177,8,6694.875,5406.01206165,43.57114725,73.6962431792,16.75,10.7802729889,13.625,7.26906360643,692.266807429,900.972118342,8,0,8,8,2,0,0,7,8,0,8,0,8,8,8,0,0,7,0,4
10,10.0.2.15,216.58.207.67,49172,443,tcp,287.283545,29,337226.068966,1651527.25269,130.640606414,245.363919608,288.0,1297.85072331,65.1034482759,220.371333504,149.610808036,195.850797094,29,0,29,29,2,0,0,29,29,0,29,0,29,29,29,0,0,28,0,11
11,10.0.2.15,216.58.207.78,49168,443,tcp,286.544428,97,76996.5051546,304763.682001,65.466821134,188.702383414,103.979381443,356.837672577,46.3711340206,135.285448188,41.79113525,104.809179972,97,0,97,97,3,0,0,97,97,0,97,0,97,97,97,0,0,96,0,28
12,10.0.2.15,216.58.207.66,49174,443,tcp,288.385077,15,12476.0666667,19044.5711029,78.5774018,112.483712434,30.0,25.892635467,19.2,11.3904722089,147.000294929,250.062097377,15,0,15,15,0,0,0,15,15,0,15,0,15,15,15,0,0,15,0,2
13,10.0.2.15,216.58.207.78,49167,80,tcp,286.261509,30,1904.0,2736.91696673,74.3795694,77.067263899,14.2666666667,12.8678517708,14.5,11.7612748547,148.750146759,445.017220128,30,0,30,30,2,0,0,30,30,0,30,0,30,30,30,0,0,30,0,3
14,10.0.2.15,216.58.206.2,49177,443,tcp,291.108454,6,11264.3333333,15172.1992693,127.767845833,99.8857706539,32.8333333333,24.1612637639,23.1666666667,11.8897715145,851.7779102,1172.41973008,6,0,6,6,1,0,0,6,6,0,6,0,6,6,6,0,0,6,0,1
15,10.0.2.15,216.58.211.4,49180,443,tcp,291.260448,15,310035.133333,1089259.91871,241.752990733,307.213304819,325.2,1053.75683018,108.666666667,303.192693718,298.790359429,353.508753007,15,0,15,15,2,0,0,15,15,0,15,0,15,15,15,0,0,15,0,7
16,10.0.2.15,216.58.207.65,49179,443,tcp,291.259955,23,37226.4782609,74848.5724063,103.548517087,98.3817350265,59.2608695652,92.087516374,31.5217391304,37.1347295977,193.579078727,540.356405363,23,0,23,23,1,0,0,23,23,0,23,0,23,23,23,0,0,23,0,6
17,10.0.2.15,216.58.207.70,49196,443,tcp,304.482013,20,6715.35,8098.49444926,66.19614995,96.9276210321,25.3,20.0318167975,19.85,14.9076984704,223.448015105,444.473159119,20,0,20,20,3,0,0,20,20,0,20,0,20,20,20,0,0,20,0,10
18,10.0.2.15,74.125.175.213,49203,443,tcp,315.2355,1,10935.0,,0.563609,,18.0,,12.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
19,10.0.2.15,173.194.10.206,49200,443,tcp,314.019228,3,65312.0,57484.4283002,22.4831203333,14.6183267468,76.6666666667,59.8024525696,27.6666666667,15.502687939,0.00331399999999,6.89999999963e-05,3,0,3,3,0,0,0,3,3,0,3,0,3,3,3,0,0,3,0,0
