,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.104,8.8.8.8,64324,53,udp,9.891255,9173,145.923362041,118.407284912,0.356796670555,1.02294037665,1.40335768015,0.847353990851,1.6163741415,0.552027208395,25.9621070773,208.686662354,9173,9173,9173,9173,9173,0,0,9173,9173,0,9173,9173,9173,9173,9173,0,0,9173,0,0
1,10.0.2.104,8.8.4.4,64324,53,udp,10.888525,8764,149.81013236,119.359370684,0.35293605728,0.954368100714,1.4318804199,0.846169491577,1.63874942948,0.547866370097,26.433981761,361.852654989,8764,8764,8764,8764,8764,0,0,8764,8764,0,8764,8764,8764,8764,8764,0,0,8764,0,0
2,fe80::c06e:84b6:bcb8:a750,ff02::1:2,546,547,udp,6.982864,425,0.0,0.0,17.3859948306,24.193348946,0.0,0.0,2.69176470588,2.09594238299,574.230001656,424.496934247,425,425,425,425,425,0,0,425,425,0,425,425,425,425,425,0,0,425,0,0
3,10.0.2.104,119.202.72.57,49159,80,tcp,135.673728,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26754.8429894,24807.7489785,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
4,10.0.2.104,221.127.80.57,49160,80,tcp,135.673805,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9855.3947085,2244.79583153,5,5,5,5,5,0,0,5,5,0,5,5,5,5,5,0,0,5,0,0
5,10.0.2.104,105.227.164.57,49161,80,tcp,135.673959,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32470.6489787,33994.0914957,7,7,7,7,7,0,0,7,7,0,7,7,7,7,7,0,0,7,0,0
6,10.0.2.104,46.164.189.57,49162,80,tcp,135.674123,6,15.8333333333,28.0457958822,0.0729268333333,0.0568621200253,2.83333333333,2.48327740429,3.5,2.07364413533,12436.9892874,12759.324577,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
7,10.0.2.104,27.48.198.25,49166,80,tcp,135.917732,8,0.0,0.0,0.434051,1.22768162192,0.0,0.0,1.125,0.353553390593,8952.21565186,13053.5344955,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,0,8,0,0
8,10.0.2.104,122.36.109.29,49167,80,tcp,135.917875,12,0.0,0.0,0.62643275,1.19025982502,0.0,0.0,1.25,0.452267016867,20523.4181852,36307.5915141,12,12,12,12,12,0,0,12,12,0,12,12,12,12,12,0,0,12,0,0
9,10.0.2.104,130.204.23.30,49168,80,tcp,135.918154,10,0.0,0.0,0.6008096,1.26661785168,0.0,0.0,1.2,0.421637021356,6963.19910344,9976.82049113,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,0,0,10,0,0
10,10.0.2.104,130.204.33.30,49169,80,tcp,135.918315,9,0.0,0.0,0.667540666667,1.32460994719,0.0,0.0,1.22222222222,0.440958551844,25927.3089786,46600.2489633,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
11,10.0.2.104,5.248.217.122,49174,80,tcp,152.752508,11,0.0,0.0,1.36338627273,1.56642444715,0.0,0.0,1.45454545455,0.522232967867,5587.6056397,12239.27311,11,11,11,11,11,0,0,11,11,0,11,11,11,11,11,0,0,11,0,0
12,10.0.2.104,46.160.78.241,49175,80,tcp,152.752684,12,0.0,0.0,1.2497285,1.54446230904,0.0,0.0,1.41666666667,0.514928650544,5593.32555764,9259.85394965,12,12,12,12,12,0,0,12,12,0,12,12,12,12,12,0,0,12,0,0
13,10.0.2.104,62.84.253.15,49176,80,tcp,152.75283,11,0.0,0.0,1.09032390909,1.51277593954,0.0,0.0,1.36363636364,0.50452497911,6152.6581165,6948.549618,11,11,11,11,11,0,0,11,11,0,11,11,11,11,11,0,0,11,0,0
14,10.0.2.104,46.185.31.106,49177,80,tcp,152.752986,8,0.0,0.0,1.12497175,1.55262496399,0.0,0.0,1.375,0.517549169507,8789.51160114,10405.046174,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,0,8,0,0
15,10.0.2.104,79.110.132.154,49178,80,tcp,152.753153,10,0.0,0.0,1.1994574,1.54850609361,0.0,0.0,1.4,0.516397779494,6836.28679789,10362.7549666,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,0,0,10,0,0
16,10.0.2.104,46.102.80.30,49170,80,tcp,135.918461,8,4312.375,12197.2384221,17.240693375,42.3008325536,5.75,15.0688894273,4.375,7.99888385071,29667.21057,30194.9564245,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,0,8,0,0
17,10.0.2.104,78.129.245.146,49180,80,tcp,173.782851,14,2422.57142857,6118.13895427,21.6761887857,42.7254815514,4.78571428571,8.66627922493,6.57142857143,12.2330843064,14798.3105448,19370.7543186,14,14,14,14,14,0,0,14,14,0,14,14,14,14,14,0,0,14,0,0
18,10.0.2.104,188.240.5.164,49181,80,tcp,173.782997,12,2887.75,10003.4594391,2.15305316667,4.43503484685,4.0,12.6275312494,3.25,5.97152333237,20535.5461744,23003.1973411,12,12,12,12,12,0,0,12,12,0,12,12,12,12,12,0,0,12,0,0
19,10.0.2.104,194.146.199.200,49183,80,tcp,173.783305,10,0.0,0.0,0.0118251,0.0249308454661,0.4,0.516397779494,1.0,0.666666666667,24555.4701,33647.0083618,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,0,0,10,0,0
20,10.0.2.104,113.253.254.182,49182,80,tcp,173.783152,9,0.0,0.0,0.240211111111,0.422570381111,0.666666666667,0.5,1.22222222222,0.833333333333,21170.4088893,33698.8924914,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
21,10.0.2.104,1.64.67.64,49179,80,tcp,173.782675,1,0.0,,0.309905,,1.0,,2.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
22,10.0.2.104,98.138.112.35,49185,25,tcp,175.954514,1193,88.3621123219,90.2536487554,178.513296554,164.906354486,5.32103939648,5.14292714219,6.25398155909,4.589531017,182.429769759,2074.4509306,1193,1193,1193,1193,1193,0,0,1193,1193,0,1193,1193,1193,1193,1193,0,0,1193,0,0
23,10.0.2.104,46.172.242.197,49186,80,tcp,189.075412,2,0.0,0.0,1.501529,2.1234826761,0.0,0.0,1.5,0.707106781187,9.001856,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
24,10.0.2.104,123.140.138.7,49187,80,tcp,189.075582,8,0.0,0.0,1.499611375,1.60315571528,0.0,0.0,1.5,0.534522483825,6265.33929857,5646.88502955,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,0,8,0,0
25,10.0.2.104,220.88.130.165,49188,80,tcp,189.075725,9,0.0,0.0,1.669754,1.58410708509,0.0,0.0,1.55555555556,0.527046276695,8197.73610762,9924.02959495,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
26,10.0.2.104,122.102.189.59,49189,80,tcp,189.075877,8,0.0,0.0,0.81320575,1.3626751778,0.0,0.0,1.5,0.755928946018,20955.0543341,19931.6639485,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,0,8,0,0
27,10.0.2.104,197.7.71.205,49190,80,tcp,189.07603,10,0.0,0.0,1.3498843,1.79636310591,0.0,0.0,1.4,0.516397779494,4873.14159722,5268.26621935,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,0,0,10,0,0
