,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,192.168.1.118,8.8.8.8,62315,53,udp,12.501464,43,139.558139535,109.045491234,0.0809031162791,0.17176733283,1.13953488372,0.467077812873,1.13953488372,0.467077812873,47197.3138646,67998.5779269,43,0,43,43,43,0,0,43,43,0,43,0,43,43,43,0,0,43,0,0
1,fe80::da58:d7ff:fe00:f72,fe80::b504:f453:742b:7a21,547,546,udp,10.954859,92,0.0,0.0,22.8829362174,14.1550408995,0.0,0.0,8.44565217391,3.6924756591,21622.7402437,14.3138816191,92,0,92,92,92,0,0,92,92,0,92,0,92,92,92,0,0,92,0,0
2,192.168.1.118,36.37.176.6,49159,443,tcp,177.783707,6,0.0,0.0,1.50032866667,1.64353174984,0.0,0.0,1.5,0.547722557505,16.2012918,8.8206541028,6,0,6,6,6,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
3,fd2d:ab8c:225:0:756a:763:45ba:1f64,fd2d:ab8c:225::1,63181,53,udp,175.975338,293,138.488054608,77.55380828,0.254792061433,0.610972775311,1.00341296928,0.0584206237837,1.00341296928,0.0584206237837,1937.9957349,5259.55125284,293,0,293,293,293,0,0,293,293,0,293,0,293,293,293,0,0,293,0,0
4,192.168.1.118,78.47.139.102,49158,80,tcp,176.108295,1,226.0,,10.058192,,5.0,,6.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
5,192.168.1.118,154.66.108.172,49162,443,tcp,285.789686,6,0.0,0.0,1.50028316667,1.64348220043,0.0,0.0,1.5,0.547722557505,16.201082,8.81665781633,6,0,6,6,6,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
6,192.168.1.118,219.93.24.2,49165,443,tcp,393.805601,9,0.0,0.0,0.370375444444,0.00112281889803,1.0,0.0,1.0,0.0,4.495034,6.27447979014,9,0,9,9,9,0,0,9,9,0,9,0,9,9,9,0,0,9,0,0
7,192.168.1.118,200.116.206.58,49170,443,tcp,503.722923,1137,4133.45998241,9991.1857076,100.904108379,45.7913875779,10.4793315743,7.66656383012,9.39929639402,3.53213609874,1658.73624068,15787.2144778,1137,0,1137,1137,1137,0,0,1137,1137,0,1137,0,1137,1137,1137,0,0,1137,0,0
8,192.168.1.118,195.113.232.82,49169,80,tcp,451.826452,1,51286.0,,84.011783,,38.0,,15.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
9,192.168.1.118,36.66.248.221,49173,443,tcp,553.484377,6,0.0,0.0,1.5004075,1.64361815233,0.0,0.0,1.5,0.547722557505,16.201239,8.82057377051,6,0,6,6,6,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
10,192.168.1.118,201.232.32.124,49168,443,tcp,445.138762,13,2279.69230769,334.456620161,56.1439820769,50.6552282718,17.7692307692,14.1901012808,24.3076923077,17.7171508967,93930.6215052,309462.175725,13,0,13,13,13,0,0,13,13,0,13,0,13,13,13,0,0,13,0,0
11,192.168.1.118,47.18.17.114,49177,447,tcp,664.630121,2,287655.0,367367.428671,71.4703385,7.2830096345,207.5,255.265548008,103.0,121.622366364,2104.991412,0.0,2,0,2,2,2,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
12,192.168.1.118,36.66.209.20,49176,443,tcp,661.490221,1,77184.0,,133.754766,,94.0,,70.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
13,192.168.1.118,190.138.249.45,49178,443,tcp,730.275955,1202,4076.41430948,10657.0363756,98.8536706215,46.7586579575,10.4517470882,8.37295223731,9.40931780366,4.0375646241,1649.63180574,13291.5869676,1202,0,1202,1202,1202,0,0,1202,1202,0,1202,0,1202,1202,1202,0,0,1202,0,0
14,192.168.1.118,77.222.56.178,49255,80,tcp,15166.60043,14,411066.214286,10974.3220444,1.64592078571,2.58686134748,284.214285714,7.04030781045,119.428571429,9.74848537122,37646.6048658,79851.7134101,14,0,14,14,14,0,0,14,14,0,14,0,14,14,14,0,0,14,0,0
15,192.168.1.118,221.179.156.39,49257,443,tcp,15174.069299,30,0.0,0.0,1.5004045,1.52605640128,0.0,0.0,1.5,0.508547627716,7252.27700162,21555.4539999,30,0,30,30,30,0,0,30,30,0,30,0,30,30,30,0,0,30,0,0
16,192.168.1.118,50.19.97.123,49256,80,tcp,15173.245393,20,138.0,0.0,100.50513435,44.638080797,4.35,0.587142948612,5.85,0.48936048493,98414.4150295,62955.4384036,20,0,20,20,20,0,0,20,20,0,20,0,20,20,20,0,0,20,0,0
17,192.168.1.118,80.51.120.132,49260,443,tcp,15282.071072,191,2977.35078534,11569.5009717,57.9043093508,23.5234970975,9.75916230366,9.80894368098,9.28795811518,6.99667676892,1106.92650811,7425.46377313,191,0,191,191,191,0,0,191,191,0,191,0,191,191,191,0,0,191,0,0
18,192.168.1.118,107.22.214.64,49338,80,tcp,29847.285037,9,138.0,0.0,93.8061193333,38.3699439361,4.44444444444,0.527046276695,5.77777777778,0.440958551844,218658.035854,250032.631283,9,0,9,9,9,0,0,9,9,0,9,0,9,9,9,0,0,9,0,0
19,192.168.1.118,50.19.227.215,49420,80,tcp,44512.833372,16,138.0,0.0,93.0460784375,51.9031300595,4.5,0.632455532034,5.875,0.619139187367,127877.054907,114968.714606,16,0,16,16,16,0,0,16,16,0,16,0,16,16,16,0,0,16,0,0
20,192.168.1.118,203.92.62.46,49421,443,tcp,44513.374839,1947,4055.71494607,11076.781994,92.6774662655,42.1375979207,10.6635850026,8.36723434438,9.61581920904,4.08457811787,975.731288785,9546.96503144,1947,0,1947,1947,1947,0,0,1947,1947,0,1947,0,1947,1947,1947,0,0,1947,0,0
21,192.168.1.118,23.21.70.163,49660,80,tcp,88140.039288,16,138.0,0.0,84.93359825,49.9601492749,4.375,0.5,5.625,0.619139187367,122401.735479,112545.848404,16,0,16,16,16,0,0,16,16,0,16,0,16,16,16,0,0,16,0,0
22,192.168.1.118,36.66.107.162,49818,443,tcp,117189.5275,1637,3788.82529016,10074.9323513,92.2031998839,51.1718987142,9.76420281002,8.04863662484,9.27367135003,5.12373755906,1142.76403279,10693.6624625,1637,0,1637,1637,1637,0,0,1637,1637,0,1637,0,1637,1637,1637,0,0,1637,0,0
23,192.168.1.118,200.119.236.86,49899,443,tcp,131794.480578,439,3358.69248292,11998.1463617,76.2629051435,138.49020501,8.19134396355,9.67531424419,10.6378132118,10.153323713,4224.71808313,23042.251855,439,0,439,439,439,0,0,439,439,0,439,0,439,439,439,0,0,439,0,0
24,192.168.1.118,84.42.159.138,49978,443,tcp,146322.299605,1480,4210.1222973,10520.1920127,99.9591213446,43.9857171301,10.6831081081,7.89092210016,9.62432432432,3.62799612252,1227.95984528,11059.3359491,1480,0,1480,1480,1480,0,0,1480,1480,0,1480,0,1480,1480,1480,0,0,1480,0,0
25,192.168.1.118,200.120.214.150,50535,443,tcp,248523.213347,1079,4219.81927711,10328.7701468,100.822859622,44.2633471107,10.624652456,8.03026419765,9.75069508804,3.97650065939,1554.35602017,13014.8903257,1079,0,1079,1079,1079,0,0,1079,1079,0,1079,0,1079,1079,1079,0,0,1079,0,0
26,192.168.1.118,203.92.62.46,50595,447,tcp,260025.856831,170,25747.9764706,108850.210034,95.2672602824,7.45556425097,26.6705882353,74.6607139448,19.3058823529,31.2194081379,9523.80148973,38698.5432969,170,0,170,170,170,0,0,170,170,0,170,0,170,170,170,0,0,170,0,0
27,192.168.1.118,36.66.209.21,51154,443,tcp,366055.776693,1281,4258.7704918,9982.54408512,106.969935785,45.0297870655,10.6908665105,7.60620548149,9.62451209992,3.7537887444,1201.7892799,11094.4798099,1281,0,1281,1281,1281,0,0,1281,1281,0,1281,0,1281,1281,1281,0,0,1281,0,0
28,192.168.1.118,203.76.105.82,51254,443,tcp,385422.380621,796,4256.31909548,10079.9822256,101.176920676,45.9525789334,10.6369346734,7.77401526621,9.45979899497,3.24002359799,1935.11246261,14887.0191193,796,0,796,796,796,0,0,796,796,0,796,0,796,796,796,0,0,796,0,0
29,192.168.1.118,192.152.0.148,51894,80,tcp,504573.85135,1,209.0,,0.316874,,5.0,,5.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
30,fd2d:ab8c:225:0:f86c:6b46:70ea:1c92,fd2d:ab8c:225::1,50660,53,udp,590660.097908,119,193.521008403,101.698111639,0.348703310924,0.583675290513,1.02521008403,0.204283986196,1.02521008403,0.204283986196,5059.5201547,7872.24359529,119,0,119,119,119,0,0,119,119,0,119,0,119,119,119,0,0,119,0,0
31,192.168.1.118,8.253.143.249,52424,80,tcp,605397.083663,1,52539.0,,116.117798,,38.0,,12.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
32,192.168.1.118,107.22.222.136,52965,80,tcp,706843.724639,1,138.0,,69.457535,,4.0,,5.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
33,fd2d:ab8c:225:0:f93d:bfb8:a584:cc98,fd2d:ab8c:225::1,64164,53,udp,1201869.25092,92,186.293478261,98.2643371575,0.262596326087,0.375272008518,1.03260869565,0.232099209392,1.03260869565,0.232099209392,6351.86446514,9818.27673377,92,0,92,92,92,0,0,92,92,0,92,0,92,92,92,0,0,92,0,0
34,fd2d:ab8c:225:0:c40a:2f59:aec6:1580,fd2d:ab8c:225::1,50151,53,udp,1808737.60269,58,162.603448276,92.4159057577,0.267011810345,0.682109567156,1.05172413793,0.291542407201,1.05172413793,0.291542407201,3044.95098775,7341.62231309,58,0,58,58,58,0,0,58,58,0,58,0,58,58,58,0,0,58,0,0
35,192.168.1.118,195.113.232.89,59412,80,tcp,1815871.50518,1,264.0,,85.514475,,3.0,,5.0,,,,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
