,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,192.168.1.119,8.8.8.8,62128,53,udp,17.744065,53,111.547169811,74.2036091901,0.198851132075,0.955687932066,1.01886792453,0.309501213974,1.07547169811,0.384760495122,28368.1959928,67282.4221574,53,0,53,53,53,0,0,53,53,0,53,53,53,53,53,0,0,53,0,0
1,fe80::da58:d7ff:fe00:f72,fe80::b4ae:c3ed:7921:ab75,547,546,udp,15.490573,72,0.0,0.0,16.8439752778,12.1653769602,0.0,0.0,6.84722222222,3.20501245728,21616.905672,12.2755818157,72,0,72,72,72,0,0,72,72,0,72,72,72,72,72,0,0,72,0,0
2,192.168.1.119,58.52.155.163,49159,443,tcp,163.64007,6,0.0,0.0,1.50220833333,1.64558718493,0.0,0.0,1.5,0.547722557505,16.2016542,8.81637771805,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
3,fd2d:ab8c:225:0:70a8:88b7:6b90:cb4a,fd2d:ab8c:225::1,63907,53,udp,162.315796,515,142.4,74.1421182358,0.254703467961,0.505251615257,1.00388349515,0.0622570454455,1.00388349515,0.0622570454455,1163.71945108,3767.32572504,515,0,515,515,515,0,0,515,515,0,515,515,515,515,515,0,0,515,0,0
4,192.168.1.119,78.47.139.102,49158,80,tcp,162.516194,1,226.0,,10.149021,,6.0,,7.0,,,,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
5,192.168.1.119,217.29.220.255,49162,443,tcp,271.649535,6,0.0,0.0,1.49849883333,1.64152821772,0.0,0.0,1.5,0.547722557505,16.210932,8.83692257084,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
6,192.168.1.119,59.61.184.228,49165,443,tcp,379.703846,6,0.0,0.0,1.5002305,1.64342349502,0.0,0.0,1.5,0.547722557505,16.201027,8.81668236022,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
7,192.168.1.119,190.138.249.45,49168,443,tcp,487.709266,879,3861.89192264,10438.6889727,88.1004814414,44.4481333091,10.449374289,8.67953220057,9.6188850967,5.11188334914,1723.54994747,14201.1435758,879,0,879,879,879,0,0,879,879,0,879,879,879,879,879,0,0,879,0,0
8,192.168.1.119,47.18.17.114,49171,447,tcp,493.906647,2,287655.0,367367.428671,70.3125955,5.3175030986,209.0,258.801081914,96.5,112.429978209,2000.374294,0.0,2,0,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
9,192.168.1.119,80.51.120.132,49172,443,tcp,559.201438,89,2702.6741573,10805.1465239,56.5176615169,22.9421397131,9.51685393258,9.39065342817,9.02247191011,5.86781965099,2320.36320777,16072.4611811,89,0,89,89,89,0,0,89,89,0,89,89,89,89,89,0,0,89,0,0
10,192.168.1.119,195.113.232.82,49169,80,tcp,490.363158,1,51286.0,,151.796617,,38.0,,12.0,,,,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
