,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,192.168.1.110,216.218.185.162,49194,80,tcp,10.068007,1,0.0,,0.00016,,1.0,,1.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
1,fd2d:ab8c:225:0:1dd1:f146:ce60:e3aa,fd2d:ab8c:225::1,61712,53,udp,10.167083,19,130.421052632,153.825411782,0.0427520526316,0.0586250479616,1.0,0.0,1.0,0.0,20325.5562317,40004.623466,19,19,19,19,19,0,0,19,19,0,19,19,19,19,19,0,0,19,0,0
2,fe80::da58:d7ff:fe00:f72,fe80::3d1a:8135:9ed5:db1c,547,546,udp,11.047377,132,0.0,0.0,22.3076782273,13.9983703405,0.0,0.0,8.29545454545,3.64814840909,21622.2919527,14.0211291612,132,132,132,132,132,0,0,132,132,0,132,132,132,132,132,0,0,132,0,0
3,192.168.1.110,203.153.165.21,49191,8343,tcp,176.082929,3783,1399.39677505,108.122347118,3.16890615702,5.97369405449,7.96193497224,0.611133838005,7.03436426117,0.565987445986,752.758931939,72.7492252346,3783,3783,3783,3783,3783,0,0,3783,3783,0,3783,3783,3783,3783,3783,0,0,3783,0,0
4,192.168.1.110,8.253.143.121,49192,80,tcp,177.655568,1,52539.0,,63.672178,,39.0,,17.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
5,192.168.1.110,69.43.168.214,49193,8343,tcp,311.561317,3766,1288.5204461,39.4104897209,1.85999467074,6.73430702751,7.99548592671,0.234434846837,6.99734466277,0.166179990603,756.16068303,53.6596058994,3766,3766,3766,3766,3766,0,0,3766,3766,0,3766,3766,3766,3766,3766,0,0,3766,0,0
6,192.168.1.110,192.188.58.163,49194,4431,tcp,476.878653,3765,2727.21115538,10.2907665178,2.95935993997,17.7731724067,8.02788844622,0.218724756034,8.01992031873,0.165828016179,756.354121159,52.8221307893,3765,3765,3765,3765,3765,0,0,3765,3765,0,3765,3765,3765,3765,3765,0,0,3765,0,0
7,192.168.1.110,109.74.9.119,49195,4431,tcp,603.090456,3765,2596.41168659,14.3879182198,1.17116161461,5.84124174597,9.99229747676,0.101498636053,8.34077025232,0.480156657892,756.35944751,52.0286995345,3765,3765,3765,3765,3765,0,0,3765,3765,0,3765,3765,3765,3765,3765,0,0,3765,0,0
8,fd2d:ab8c:225:0:9c0:d8a9:22b4:1ef9,fd2d:ab8c:225::1,52324,53,udp,605462.230098,4,220.0,13.8564064606,0.03328,0.0640298658023,1.0,0.0,1.0,0.0,0.0473863333076,0.0584006500661,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0
9,192.168.1.110,195.113.232.73,52345,80,tcp,605462.373042,2,264.0,0.0,60.120555,0.0474341370956,4.0,0.0,5.0,0.0,1210276.74472,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
10,192.168.1.110,52.169.120.89,52004,53,udp,1210516.18266,2,449.0,94.752308679,0.036854,0.00108328758878,1.0,0.0,1.0,0.0,0.0364810000174,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
11,fd2d:ab8c:225:0:9df6:4a38:cb65:f9be,fd2d:ab8c:225::1,57341,53,udp,1210515.18544,3,216.0,13.8564064606,0.352385,0.608409041514,1.0,0.0,1.0,0.0,0.547319500009,0.546426499961,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
12,192.168.1.110,8.254.191.142,55550,80,tcp,1210516.28209,1,343.0,,60.30851,,4.0,,5.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
13,fd2d:ab8c:225:0:f046:a817:adee:c4b6,fd2d:ab8c:225::1,51494,53,udp,1815738.84931,6,165.333333333,85.4509605953,0.0503183333333,0.088743819295,1.0,0.0,1.0,0.0,29228.1554922,58456.162295,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
14,69.43.168.214,192.168.1.110,8343,60520,tcp,2145877.21389,1,1125.0,,5.824417,,6.0,,10.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
15,fd2d:ab8c:225:0:81d7:4dba:a991:9dbf,fd2d:ab8c:225::1,65157,53,udp,2420545.37037,4,425.0,43.8786204584,0.1486485,0.269240443458,1.0,0.0,1.0,0.0,0.202761999952,0.247885496346,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0
16,192.168.1.110,8.253.207.120,61977,80,tcp,2420545.97952,1,333.0,,60.183464,,3.0,,5.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
