,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.112,8.8.8.8,58711,53,udp,8.968785,8,70.25,66.1464824678,0.00085025,0.00035521532705,0.875,0.353553390593,1.0,0.0,180.932202571,339.022204514,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,0,8,0,0
1,10.0.2.112,8.8.4.4,58711,53,udp,9.961285,2,56.0,8.48528137424,0.000874,2.40416305603e-05,1.0,0.0,1.0,0.0,0.001419,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
2,fe80::1daf:d1a3:4b5:ff61,ff02::1:2,546,547,udp,7.117084,1208,0.0,0.0,63.021351173,0.021259885993,0.0,0.0,7.0,0.0,427.050277001,0.150558049868,1208,1208,1208,1208,1208,0,0,1208,1208,0,1208,1208,1208,1208,1208,0,0,1208,0,0
3,10.0.2.112,185.6.80.187,49158,80,tcp,155.656667,2393,0.0,0.0,1.49662431759,1.50007167412,0.0,0.0,1.49895528625,0.500103412473,63.3983784703,67.7600957276,2393,2393,2393,2393,2393,0,0,2393,2393,0,2393,2393,2393,2393,2393,0,0,2393,0,0
4,fe80::1daf:d1a3:4b5:ff61,ff02::1:3,54299,5355,udp,150.738138,2,0.0,0.0,0.09395,0.0030179317421,0.0,0.0,2.0,0.0,2.347372,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
5,10.0.2.112,224.0.0.252,60989,5355,udp,150.73832,2,0.0,0.0,0.0939075,0.00301581042176,0.0,0.0,2.0,0.0,2.347354,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
6,10.0.2.112,10.0.2.255,137,137,udp,151.034659,1,0.0,,3.845323,,0.0,,6.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
7,10.0.2.112,5.9.212.49,49160,80,tcp,230.319581,2392,0.0,0.0,1.49841767349,1.49998817242,0.0,0.0,1.4995819398,0.500104373021,63.4098345362,67.0006810565,2392,2392,2392,2392,2392,0,0,2392,2392,0,2392,2392,2392,2392,2392,0,0,2392,0,0
8,10.0.2.112,2.22.213.235,49159,80,tcp,228.594662,90,3550074.65556,13541845.5514,1664.88018387,6348.31249038,3123.25555556,11916.9510179,897.266666667,3407.36777976,1710.76162962,6352.56175009,90,90,90,90,90,0,0,90,90,0,90,90,90,90,90,0,0,90,0,0
9,10.0.2.112,91.228.153.250,49162,80,tcp,308.32595,1198,920.231218698,26.6091634461,5.04190513105,0.175358558285,3.99833055092,0.122616493982,5.99666110184,0.122582365904,126.620459693,55.1535067873,1198,1198,1198,1198,1198,0,0,1198,1198,0,1198,1198,1198,1198,1198,0,0,1198,0,0
