,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.106,8.8.8.8,62364,53,udp,11.655778,4,115.75,93.7669984589,0.01491425,0.0166290092785,0.75,0.5,1.0,0.0,40.614637,55.8533248186,4,0,4,4,0,0,0,4,4,0,4,0,4,4,4,0,0,4,0,0
1,10.0.2.106,8.8.4.4,62364,53,udp,12.65135,2,56.0,8.48528137424,0.001017,7.35391052434e-05,1.0,0.0,1.0,0.0,0.00182,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
2,fe80::1dfe:6c38:93c9:c808,ff02::1:2,546,547,udp,6.712573,5572,0.0,0.0,63.0206677724,0.91236959127,0.0,0.0,6.99874371859,0.0669772062355,428.954100304,22.1025710783,5572,0,5572,5572,0,0,0,5572,5572,0,5572,0,5572,5572,5572,0,0,5572,0,0
3,10.0.2.106,104.238.145.30,49158,80,tcp,131.250543,1,402.0,,0.274956,,5.0,,5.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
4,10.0.2.106,197.149.90.166,49159,12267,tcp,131.6935,2,0.0,0.0,0.5609165,0.0106949900654,4.0,0.0,5.0,0.0,5.710323,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
5,fe80::1dfe:6c38:93c9:c808,ff02::1:3,58102,5355,udp,128.588486,1,0.0,,0.099825,,0.0,,2.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
6,10.0.2.106,224.0.0.252,51605,5355,udp,128.588802,1,0.0,,0.099706,,0.0,,2.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
7,10.0.2.106,10.0.2.255,137,137,udp,128.888533,1,0.0,,1.501897,,0.0,,3.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
8,10.0.2.106,82.115.76.211,49160,443,tcp,132.26677,1,479822.0,,5.70777,,564.0,,228.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
9,10.0.2.106,191.234.4.50,49161,80,tcp,133.529477,1,50322.0,,4.44543,,39.0,,15.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
