,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.106,8.8.8.8,62364,53,udp,12.84695,4462,75.0992828328,29.6291621377,0.159951093008,0.914334480482,0.951367099955,0.251624028221,1.034513671,0.216286491423,91.3376530563,485.061511626,4461,0,4462,4461,0,0,0,2424,4461,0,4461,0,4461,4461,4461,0,0,2408,0,0
1,10.0.2.106,8.8.4.4,62364,53,udp,13.841434,380,89.2105263158,25.5382768181,1.03000171842,1.80081702738,0.944736842105,0.24004987215,1.62105263158,0.929481341666,1036.11413407,11397.6218745,378,0,380,378,0,0,0,75,378,0,378,0,380,378,378,0,0,75,0,0
2,fe80::1dfe:6c38:93c9:c808,ff02::1:2,546,547,udp,7.832905,957,0.0,0.0,63.0176952268,0.100086520489,0.0,0.0,7.0,0.0,427.17641536,1.65991153061,893,0,957,893,0,0,0,891,893,0,893,0,957,893,893,0,0,891,0,0
3,10.0.2.106,66.220.146.36,49158,80,tcp,27425.496768,1,0.0,,0.340675,,3.0,,4.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
4,10.0.2.106,195.22.28.194,49159,80,tcp,27428.526029,19,339.0,0.0,0.217666526316,0.399515921518,5.0,0.0,5.0,0.0,12105.9501972,49735.0814426,19,0,19,19,0,0,0,2,19,0,19,0,19,19,19,0,0,2,0,0
5,10.0.2.106,195.22.28.222,49160,80,tcp,27430.414974,19,329.0,0.0,0.197400315789,0.290694130777,5.0,0.0,5.0,0.0,12105.8522752,49735.1104408,19,0,19,19,0,0,0,2,19,0,19,0,19,19,19,0,0,2,0,0
6,fe80::1dfe:6c38:93c9:c808,ff02::1:3,58478,5355,udp,27431.402995,1,0.0,,0.09884,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
7,10.0.2.106,224.0.0.252,55112,5355,udp,27431.403178,1,0.0,,0.09879,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
8,10.0.2.106,10.0.2.255,137,137,udp,27431.800152,1,0.0,,1.4946,,0.0,,3.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
9,10.0.2.106,189.198.74.5,49165,17799,tcp,27454.274873,2,0.0,0.0,1.502013,2.12416715546,0.0,0.0,1.5,0.707106781187,9.003115,0.0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
10,10.0.2.106,37.187.104.44,49801,123,udp,27425.769709,9,48.0,0.0,0.0209651111111,0.000163647826478,1.0,0.0,1.0,0.0,27285.5208997,47960.9240968,9,0,9,9,0,0,0,8,9,0,9,0,9,9,9,0,0,8,0,0
11,10.0.2.106,81.0.235.220,53479,123,udp,27425.832261,5,48.0,0.0,0.0008606,7.30499828884e-05,1.0,0.0,1.0,0.0,47472.0376618,64453.7047924,5,0,5,5,0,0,0,4,5,0,5,0,5,5,5,0,0,4,0,0
12,10.0.2.106,81.27.192.20,62342,123,udp,27425.871903,4,48.0,0.0,0.00125175,4.1266410877e-05,1.0,0.0,1.0,0.0,72660.2235983,83560.3150926,4,0,4,4,0,0,0,3,4,0,4,0,4,4,4,0,0,3,0,0
13,10.0.2.106,37.142.160.114,27960,20970,udp,27429.229118,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
14,10.0.2.106,200.235.186.24,27960,31419,udp,27434.235757,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123990.861557,76349.933922,3,0,3,3,0,0,0,2,3,0,3,0,3,3,3,0,0,2,0,0
15,10.0.2.106,190.95.52.207,27960,21605,udp,27439.253096,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
16,10.0.2.106,172.243.55.224,27960,5075,udp,27444.260691,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
17,10.0.2.106,188.175.35.98,49174,31350,tcp,27499.33954,2,0.0,0.0,1.4971125,2.1172368019,0.0,0.0,1.5,0.707106781187,9.002884,0.0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
18,10.0.2.106,188.167.145.253,27960,7865,udp,27449.267632,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
19,10.0.2.106,88.156.1.174,49179,11128,tcp,27509.584557,2,0.0,0.0,1.501867,2.12396068028,0.0,0.0,1.5,0.707106781187,9.002427,0.0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
20,10.0.2.106,85.222.98.38,27960,32173,udp,27459.282089,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
21,10.0.2.106,158.109.150.170,27960,18624,udp,27464.289081,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127667.597689,90766.358661,3,0,3,3,0,0,0,2,3,0,3,0,3,3,3,0,0,2,0,0
22,10.0.2.106,161.116.208.90,27960,9664,udp,27469.296257,1,0.0,,0.0,,0.0,,1.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
