,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,192.168.1.121,8.8.8.8,56389,53,udp,13.092112,85,116.858823529,84.2879352126,0.0773789294118,0.117624535528,1.08235294118,0.31667035233,1.08235294118,0.31667035233,35982.3001793,54221.0453589,85,0,85,85,85,0,0,85,85,0,85,85,85,85,85,0,0,85,0,0
1,fe80::da58:d7ff:fe00:f72,fe80::294d:3ea3:b53c:c77f,547,546,udp,11.184125,140,0.0,0.0,18.3578470286,15.6214831941,0.0,0.0,7.26428571429,4.07238588843,21618.6094832,15.6878268781,140,0,140,140,140,0,0,140,140,0,140,140,140,140,140,0,0,140,0,0
2,fd2d:ab8c:225:0:46a:c1a7:8a4b:1942,fd2d:ab8c:225::1,63945,53,udp,311.272874,214,135.542056075,77.6448251995,0.337740813084,0.697808248586,1.0,0.0,1.0,0.0,2787.7735277,6838.87806104,214,0,214,214,214,0,0,214,214,0,214,214,214,214,214,0,0,214,0,0
3,192.168.1.121,78.47.139.102,49158,80,tcp,311.41678,1,226.0,,10.14505,,5.0,,6.0,,,,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
4,192.168.1.121,47.18.17.114,49159,443,tcp,312.3235,12,226.333333333,464.273104058,4.03847508333,7.31584875253,1.75,3.16586911807,3.33333333333,4.22833157153,6.98482981818,4.63551256134,12,0,12,12,12,0,0,12,12,0,12,12,12,12,12,0,0,12,0,0
5,192.168.1.121,213.25.134.75,49163,443,tcp,360.787419,6,0.0,0.0,1.50166266667,1.64498905879,0.0,0.0,1.5,0.547722557505,16.219101,8.80235060531,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
6,192.168.1.121,195.113.232.82,49160,80,tcp,314.018915,1,51286.0,,117.21878,,38.0,,12.0,,,,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
7,192.168.1.121,219.93.24.2,49166,443,tcp,468.882181,9,0.0,0.0,0.369565555556,0.00196603008059,1.0,0.0,1.0,0.0,4.500097125,6.27426748378,9,0,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
8,192.168.1.121,192.189.25.143,49169,443,tcp,520.247022,9,0.0,0.0,0.0972408888889,0.0030944668137,1.0,0.0,1.0,0.0,4.22210075,6.27928207516,9,0,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
9,192.168.1.121,207.35.75.110,49172,443,tcp,569.116759,6,0.0,0.0,1.51199916667,1.65646008579,0.0,0.0,1.5,0.547722557505,16.2171588,8.80770255001,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
10,192.168.1.121,36.37.176.6,49175,443,tcp,677.202548,6,0.0,0.0,1.49841216667,1.64143143309,0.0,0.0,1.5,0.547722557505,16.2010172,8.82087941255,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
11,192.168.1.121,217.29.220.255,49178,443,tcp,785.248144,6,0.0,0.0,1.51171516667,1.65614969904,0.0,0.0,1.5,0.547722557505,16.2149146,8.80531240742,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
12,192.168.1.121,186.109.81.79,49181,443,tcp,893.322854,6,7.0,0.0,1.740575,1.26974250139,5.16666666667,0.408248290464,5.33333333333,0.516397779494,7.8367366,7.92457697088,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
13,192.168.1.121,190.138.249.45,49187,443,tcp,948.762246,2087,4109.88979396,10446.6185955,100.232136658,47.4694603117,10.4254911356,8.43383144732,9.39674173455,4.25412201233,1448.65803921,11993.0766346,2087,0,2087,2087,2087,0,0,2087,2087,0,2087,2087,2087,2087,2087,0,0,2087,0,0
14,192.168.1.121,203.92.62.46,49189,447,tcp,954.008365,176,34355.3806818,126751.713807,74.5137929489,38.1342035913,30.7727272727,87.5033030916,19.8068181818,37.994543354,14841.5441514,53820.0133377,176,0,176,176,176,0,0,176,176,0,176,176,176,176,176,0,0,176,0,0
15,192.168.1.121,201.232.32.124,49202,443,tcp,3358.518921,14,2192.57142857,312.172712129,32.9543541429,28.8362529593,14.8571428571,9.10500405827,21.2142857143,12.7108589035,80866.2039769,278863.136547,14,0,14,14,14,0,0,14,14,0,14,14,14,14,14,0,0,14,0,0
