,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.104,8.8.8.8,64324,53,udp,9.607758,5975,0.0,0.0,0.00642461054393,0.225859131329,0.0,0.0,1.00234309623,0.0857890342361,4.02319541965,7.26035914441,5975,5975,5975,5975,5975,0,0,5975,5975,0,5975,5975,5975,5975,5975,0,0,5975,0,0
1,10.0.2.104,8.8.4.4,64324,53,udp,10.601902,7778,165.139367447,111.747145716,0.329711593597,0.719489537946,1.61725379275,0.756572040549,1.80059141167,0.419977723637,3.09897698778,5.61922583364,7778,7778,7778,7778,7778,0,0,7778,7778,0,7778,7778,7778,7778,7778,0,0,7778,0,0
2,fe80::c06e:84b6:bcb8:a750,ff02::1:2,546,547,udp,6.70614,57,0.0,0.0,61.3531540175,9.24929591861,0.0,0.0,6.98245614035,0.132453235707,427.092177964,21.7860752377,57,57,57,57,57,0,0,57,57,0,57,57,57,57,57,0,0,57,0,0
3,10.0.2.104,188.190.26.56,49158,80,tcp,147.706284,5,5.2,11.627553483,1.33757,1.59160553492,2.2,2.94957624075,3.2,2.16794833887,5282.52295,7626.46967367,5,5,5,5,5,0,0,5,5,0,5,5,5,5,5,0,0,5,0,0
4,10.0.2.104,119.202.72.57,49159,80,tcp,147.706435,2,0.0,0.0,1.498414,2.11907740085,0.0,0.0,1.5,0.707106781187,8.99531,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
5,10.0.2.104,221.127.80.57,49160,80,tcp,147.706711,4,0.0,0.0,1.49984925,1.73187857358,0.0,0.0,1.5,0.57735026919,1048.17449967,1469.61676273,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0
6,10.0.2.104,105.227.164.57,49161,80,tcp,147.706986,4,0.0,0.0,1.49976475,1.73178106628,0.0,0.0,1.5,0.57735026919,1048.17441633,1469.61687398,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0
7,10.0.2.104,46.164.189.57,49162,80,tcp,147.707262,6,0.0,0.0,1.50046216667,1.64367608924,0.0,0.0,1.5,0.547722557505,874.7780366,1219.71455706,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
8,10.0.2.104,60.246.50.53,49165,80,tcp,168.76615,3,0.0,0.0,1.000992,1.73376900197,0.0,0.0,1.33333333333,0.57735026919,1561.731978,1552.729822,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
9,10.0.2.104,178.137.219.53,49166,80,tcp,168.766306,3,0.0,0.0,1.00096666667,1.73372512335,0.0,0.0,1.33333333333,0.57735026919,1561.7319375,1552.7298505,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
10,10.0.2.104,49.148.223.57,49167,80,tcp,168.766456,5,0.0,0.0,1.2016606,1.64544154761,0.0,0.0,1.4,0.547722557505,1088.20776425,1207.16462324,5,5,5,5,5,0,0,5,5,0,5,5,5,5,5,0,0,5,0,0
11,10.0.2.104,188.254.227.50,49163,80,tcp,168.765844,5,10028.4,15262.5074218,29.104512,51.5476294151,14.2,18.3357574155,12.6,12.9537639318,5967.029791,7794.86526025,5,5,5,5,5,0,0,5,5,0,5,5,5,5,5,0,0,5,0,0
12,10.0.2.104,37.57.88.52,49164,80,tcp,168.766005,4,0.0,0.0,1.0268045,1.39780068997,0.5,0.57735026919,1.75,0.5,7247.78857433,6144.35703825,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0
13,10.0.2.104,91.214.161.135,49171,80,tcp,169.315823,5,0.0,0.0,1.2014952,1.64521506754,0.0,0.0,1.4,0.547722557505,3672.04813925,4990.244868,5,5,5,5,5,0,0,5,5,0,5,5,5,5,5,0,0,5,0,0
14,10.0.2.104,109.87.230.139,49173,80,tcp,169.316336,9,0.0,0.0,1.33500533333,1.58312159511,0.0,0.0,1.44444444444,0.527046276695,2388.2742195,3270.32897357,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,0,0,9,0,0
15,10.0.2.104,95.69.163.166,49174,80,tcp,169.316601,3,0.0,0.0,0.017646,0.0303950499753,0.666666666667,0.57735026919,1.33333333333,0.57735026919,2973.924346,2966.855851,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
16,10.0.2.104,83.103.156.249,49172,80,tcp,169.316082,6,0.0,0.0,1.00732966667,1.5389117463,0.166666666667,0.408248290464,1.5,0.547722557505,1380.4855998,1250.85476533,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,6,0,0
17,10.0.2.104,5.53.201.139,49175,80,tcp,169.316905,7,39960.0,90795.8908817,17.6288754286,25.4493992738,37.2857142857,69.4471364558,19.8571428571,30.4216401674,3978.10215633,5947.81492957,7,7,7,7,7,0,0,7,7,0,7,7,7,7,7,0,0,7,0,0
18,10.0.2.104,66.196.118.35,49177,25,tcp,170.815932,1060,89.2462264151,86.2156131444,202.18457816,162.100949385,5.37735849057,4.81274046933,6.45660377358,4.50526957998,22.6919728801,30.0828245295,1060,1060,1060,1060,1060,0,0,1060,1060,0,1060,1060,1060,1060,1060,0,0,1060,0,0
19,10.0.2.104,121.187.62.10,49180,80,tcp,183.90313,3,6795.0,11769.2852374,23.5306493333,31.0890379057,14.3333333333,22.2785397487,16.3333333333,24.00694344,9453.9641875,9452.0164965,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
20,10.0.2.104,223.18.131.96,49181,80,tcp,183.903396,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7247.3088645,2701.3951495,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,3,0,0
21,10.0.2.104,93.77.230.180,49182,80,tcp,183.903703,1,0.0,,0.0,,0.0,,1.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
22,10.0.2.104,220.117.56.80,49178,80,tcp,183.90261,1,0.0,,0.357249,,1.0,,2.0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
23,10.0.2.104,46.232.159.180,49179,80,tcp,183.902873,4,59728.75,119457.5,8.5866885,16.8989886483,76.75,151.506600516,36.25,68.5145969849,7732.465204,5508.16566797,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0
24,10.0.2.104,22.70.154.156,62077,53,udp,171.88296,2,0.0,0.0,8.006633,0.00737936636846,0.0,0.0,5.0,0.0,4590.851116,0.0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,2,0,0
25,10.0.2.104,208.67.222.222,51761,53,udp,218.664971,8110,166.260912454,114.026198064,0.314401015536,0.634701144201,1.60049321825,0.768538950398,1.79593094945,0.412719479211,2.93723862437,5.38121058403,8110,8110,8110,8110,8110,0,0,8110,8110,0,8110,8110,8110,8110,8110,0,0,8110,0,0
26,10.0.2.104,156.154.71.1,51762,53,udp,218.665412,7959,253.539766302,199.105024805,0.333790596055,0.761273565469,1.52757884156,0.80925909449,1.76002010303,0.439567060185,2.99909891279,5.46323436655,7959,7959,7959,7959,7959,0,0,7959,7959,0,7959,7959,7959,7959,7959,0,0,7959,0,0
27,10.0.2.104,198.153.192.1,51764,53,udp,218.666442,7634,274.026460571,199.685401284,0.333261774168,0.628271127243,1.61605973277,0.754711050264,1.81163217186,0.398662618045,3.12679534325,5.56713034278,7634,7634,7634,7634,7634,0,0,7634,7634,0,7634,7634,7634,7634,7634,0,0,7634,0,0
28,10.0.2.104,156.154.71.22,51766,53,udp,218.66727,8075,260.82377709,199.119906614,0.332242306502,0.676108905755,1.55839009288,0.795642320335,1.78043343653,0.421979200611,2.9586675571,4.98276048416,8075,8075,8075,8075,8075,0,0,8075,8075,0,8075,8075,8075,8075,8075,0,0,8075,0,0
29,10.0.2.104,156.154.70.1,51768,53,udp,218.668359,7849,271.186393171,199.748518724,0.36939556555,0.74178526412,1.60313415722,0.764159817561,1.79946489999,0.416950629932,3.04113499274,5.34153997658,7849,7849,7849,7849,7849,0,0,7849,7849,0,7849,7849,7849,7849,7849,0,0,7849,0,0
