,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.110,213.198.96.203,49157,80,tcp,73.16445,1,179.0,,0.059075,,5.0,,5.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
1,fe80::31aa:edaf:e8df:b0f1,ff02::1:3,51672,5355,udp,70.513274,118,0.0,0.0,0.0959385084746,0.00265633225301,0.0,0.0,2.0,0.0,14198.2772427,48307.1827471,118,0,118,118,0,0,0,118,118,0,118,0,118,118,118,0,0,118,0,0
2,10.0.2.110,224.0.0.252,56398,5355,udp,70.513488,118,0.0,0.0,0.0958807033898,0.00265652147501,0.0,0.0,2.0,0.0,14198.2772435,48307.1827496,118,0,118,118,0,0,0,118,118,0,118,0,118,118,118,0,0,118,0,0
3,10.0.2.110,10.0.2.255,137,137,udp,70.806894,20,0.0,0.0,6.58687395,9.22762231909,0.0,0.0,22.05,13.496490772,87431.4828979,67088.9547609,20,0,20,20,0,0,0,20,20,0,20,0,20,20,20,0,0,20,0,0
4,10.0.2.110,8.8.8.8,64294,53,udp,73.115408,51874,93.003335004,54.8331152716,0.0876089670741,0.723484611517,0.90717893357,0.291840422043,1.0168099626,0.179820868494,124.734143246,166.259912125,51874,0,51874,51874,0,0,0,51874,51874,0,51874,0,51874,51874,51874,0,0,51874,0,0
5,fe80::31aa:edaf:e8df:b0f1,ff02::1:2,546,547,udp,58.769633,15117,0.0,0.0,63.0220577877,0.328859195299,0.0,0.0,7.0,0.0,428.042185371,5.82280668467,15117,0,15117,15117,0,0,0,15117,15117,0,15117,0,15117,15117,15117,0,0,15117,0,0
6,10.0.2.110,173.194.40.232,49159,80,tcp,2482.031625,1,0.0,,0.118597,,3.0,,4.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
7,10.0.2.110,173.194.40.226,49160,80,tcp,2526.625977,1,0.0,,0.117023,,3.0,,4.0,,,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
8,10.0.2.110,93.184.220.29,49161,80,tcp,2526.907111,68,312.882352941,454.402462463,7.64796647059,5.01256227114,3.70588235294,1.13372748745,4.66176470588,1.07356699514,24885.2859907,74984.9683417,68,0,68,68,0,0,0,68,68,0,68,0,68,68,68,0,0,68,0,0
9,10.0.2.110,8.8.4.4,50596,53,udp,2528.922826,4982,87.593135287,48.5700447207,0.636916564633,1.93110738611,0.921316740265,0.276626130541,1.28081091931,0.840663202677,1290.03684108,10969.8256112,4982,0,4982,4982,0,0,0,4982,4982,0,4982,0,4982,4982,4982,0,0,4982,0,0
10,10.0.2.110,104.96.35.209,49163,443,tcp,2527.880067,12,42382.1666667,52350.2271209,6.734477,0.256982249559,40.5833333333,37.5994640516,17.0833333333,7.8561884505,0.0971487272727,0.167260807028,12,0,12,12,0,0,0,12,12,0,12,0,12,12,12,0,0,12,0,0
11,10.0.2.110,67.134.12.27,49175,80,tcp,2533.491916,4,0.0,0.0,1.4363095,0.150557219494,3.0,0.0,4.0,0.0,0.173193,0.0596425669692,4,0,4,4,0,0,0,4,4,0,4,0,4,4,4,0,0,4,0,0
