,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,ts,flow_ct,mean_resp_bytes,std_resp_bytes,mean_duration,std_duration,mean_resp_pkts,std_resp_pkts,mean_orig_pkts,std_orig_pkts,mean_intvl,std_intvl,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.105,8.8.8.8,54576,53,udp,12.887904,111,71.0900900901,47.6102642771,0.0771617837838,0.759945121352,0.981981981982,0.133619676149,1.01801801802,0.18983159915,27566.3844978,119469.975564,110,0,111,110,0,0,0,69,110,0,110,0,110,110,110,0,0,69,0,0
1,10.0.2.105,8.8.4.4,54576,53,udp,13.884645,3,37.3333333333,32.8836332137,2.33735733333,4.04662811818,0.666666666667,0.57735026919,2.0,1.73205080757,136903.421387,136903.419527,1,0,3,1,0,0,0,1,1,0,1,0,3,1,1,0,0,1,0,0
2,fe80::d5e6:502a:54ce:e387,ff02::1:2,546,547,udp,6.463551,8870,0.0,0.0,63.0233143267,0.216286309646,0.0,0.0,7.0,0.0,427.075080942,0.864824565377,8869,0,8870,8869,0,0,0,8865,8869,0,8869,0,8870,8869,8869,0,0,8865,0,0
3,10.0.2.105,64.182.208.182,49158,80,tcp,176.536167,1,402.0,,0.30946,,5.0,,5.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
4,10.0.2.105,197.149.90.166,49159,12166,tcp,176.940325,1835,0.0,0.0,2.99821536948,0.0703783101187,0.0,0.0,1.99945504087,0.0233443596628,1828.25221805,935.007922563,1835,0,1835,1835,0,0,0,1834,1835,0,1835,0,1835,1835,1835,0,0,1834,0,0
5,fe80::d5e6:502a:54ce:e387,ff02::1:3,61337,5355,udp,173.81238,1,0.0,,0.092115,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
6,10.0.2.105,224.0.0.252,55632,5355,udp,173.812555,1,0.0,,0.092085,,0.0,,2.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
7,10.0.2.105,10.0.2.255,137,137,udp,174.108182,1,0.0,,1.498362,,0.0,,3.0,,,,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
8,10.0.2.105,82.160.64.45,49160,443,tcp,180.959619,5122,0.0,0.0,1.49938124248,1.50034194888,0.0,0.0,1.49980476376,0.500048778086,654.854048306,1128.33713535,5122,0,5122,5122,0,0,0,5120,5122,0,5122,0,5122,5122,5122,0,0,5120,0,0
9,10.0.2.105,197.210.199.21,49162,443,tcp,300.967583,5122,0.0,0.0,1.49903552675,1.49977612268,0.0,0.0,1.49980476376,0.500048778086,654.838815474,1128.30966627,5122,0,5122,5122,0,0,0,5120,5122,0,5122,0,5122,5122,5122,0,0,5120,0,0
